/* DATA DESCRIPTION:
Citation:	Miller, Heinz; Schwager, Matthias (2000): Density of ice core ngt37C95.2 from the North Greenland Traverse. PANGAEA, https://doi.org/10.1594/PANGAEA.57798
2.018	369.6
2.019	367.4
2.020	369.4
2.021	369.2
2.022	371.7
2.023	377.0
2.024	382.8
2.025	385.5
2.026	386.4
2.027	390.5
2.028	393.5
2.029	393.9
2.030	398.5
2.031	399.5
2.032	399.5
2.033	400.1
2.034	401.6
2.035	401.1
2.036	401.8
2.037	400.6
2.038	402.0
2.039	403.9
2.040	404.5
2.041	403.5
2.042	399.8
2.043	393.7
2.044	392.5
2.045	392.3
2.046	390.5
2.047	389.5
2.048	392.0
2.049	397.4
2.050	397.8
2.051	395.9
2.052	397.7
2.053	397.9
2.054	391.5
2.055	389.9
2.056	392.6
2.057	391.9
2.058	389.1
2.059	393.0
2.060	393.2
2.061	387.7
2.062	384.5
2.063	378.8
2.064	370.4
2.065	370.2
2.066	365.1
2.067	349.6
2.068	335.7
2.069	327.8
2.070	334.4
2.071	340.8
2.072	346.3
2.073	345.3
2.074	349.4
2.075	348.2
2.076	332.9
2.077	329.0
2.078	328.2
2.079	333.5
2.080	333.8
2.081	334.3
2.082	332.2
2.083	333.9
2.084	333.6
2.085	330.6
2.086	328.5
2.087	324.2
2.088	320.6
2.089	323.6
2.090	322.1
2.091	297.8
2.092	292.6
2.093	297.1
2.094	303.9
2.095	307.1
2.096	310.5
2.097	310.2
2.098	305.4
2.099	294.3
2.100	265.3
2.101	251.0
2.102	249.2
2.103	264.3
2.104	261.7
2.105	251.3
2.106	253.0
2.107	257.0
2.108	259.3
2.109	259.4
2.110	259.1
2.111	257.1
2.112	260.1
2.113	265.3
2.114	270.8
2.115	272.3
2.116	272.0
2.117	268.2
2.118	265.0
2.119	269.7
2.120	272.5
2.121	264.3
2.122	254.4
2.123	258.1
2.124	269.4
2.125	268.4
2.126	271.2
2.127	273.7
2.128	274.7
2.129	282.2
2.130	298.6
2.131	312.5
2.132	332.9
2.133	350.0
2.134	356.6
2.135	361.8
2.136	373.9
2.137	378.4
2.138	379.4
2.139	384.2
2.140	389.8
2.141	394.3
2.142	398.9
2.143	399.6
2.144	403.7
2.145	408.6
2.146	409.2
2.147	412.3
2.148	420.0
2.149	424.5
2.150	426.0
2.151	430.6
2.152	432.8
2.153	432.8
2.154	425.3
2.155	419.2
2.156	413.4
2.157	404.2
2.158	399.0
2.159	391.6
2.160	390.9
2.161	389.2
2.162	388.0
2.163	394.5
2.164	394.7
2.165	401.5
2.166	414.0
2.167	416.9
2.168	422.9
2.169	425.1
2.170	427.5
2.171	431.7
2.172	438.6
2.173	441.2
2.174	440.6
2.175	442.3
2.176	445.1
2.177	446.1
2.178	447.7
2.179	449.4
2.180	452.5
2.181	460.5
2.182	460.9
2.183	459.9
2.184	462.2
2.185	464.7
2.186	463.2
2.187	460.7
2.188	460.4
2.189	448.7
2.190	444.1
2.191	444.7
2.192	446.6
2.193	439.9
2.194	438.9
2.195	426.2
2.196	409.9
2.197	404.8
2.198	392.5
2.199	364.3
2.200	350.9
2.201	346.1
2.202	343.3
2.203	346.7
2.204	346.9
2.205	347.1
2.206	348.4
2.207	350.6
2.208	352.6
2.209	351.5
2.210	342.9
2.211	335.9
2.212	337.2
2.213	343.8
2.214	348.8
2.215	346.0
2.216	345.0
2.217	345.8
2.218	347.1
2.219	347.6
2.220	347.2
2.221	345.1
2.222	345.9
2.223	342.9
2.224	342.7
2.225	339.2
2.226	335.3
2.227	339.1
2.228	337.9
2.229	337.3
2.230	336.7
2.231	338.7
2.232	336.3
2.233	335.8
2.234	337.1
2.235	338.2
2.236	336.4
2.237	336.5
2.238	333.9
2.239	332.9
2.240	334.1
2.241	331.5
2.242	331.5
2.275	340.4
2.276	338.1
2.277	329.8
2.278	324.0
2.279	321.9
2.280	321.4
2.281	322.5
2.282	324.8
2.283	333.2
2.284	342.0
2.285	349.1
2.286	352.3
2.287	353.6
2.288	351.9
2.289	347.4
2.290	343.4
2.291	335.0
2.292	329.4
2.293	327.9
2.294	327.0
2.295	329.0
2.296	332.7
2.297	335.0
2.298	338.7
2.299	334.6
2.300	331.7
2.301	332.5
2.302	327.2
2.303	328.6
2.304	330.9
2.305	333.0
2.306	339.1
2.307	345.8
2.308	348.1
2.309	347.2
2.310	342.5
2.311	346.6
2.312	352.3
2.313	358.6
2.314	356.9
2.315	360.8
2.316	361.9
2.317	360.7
2.318	361.3
2.319	357.7
2.320	357.6
2.321	357.9
2.322	357.1
2.323	357.6
2.324	356.2
2.325	353.8
2.326	350.9
2.327	352.9
2.328	354.2
2.329	355.8
2.330	353.1
2.331	350.2
2.332	342.7
2.333	336.7
2.334	332.2
2.335	332.2
2.336	341.3
2.337	343.3
2.338	351.5
2.339	370.7
2.340	418.7
2.341	454.9
2.342	490.5
2.343	491.1
2.344	454.3
2.345	417.1
2.346	389.2
2.347	386.5
2.348	399.3
2.349	408.1
2.350	408.4
2.351	402.2
2.352	399.6
2.353	398.9
2.354	394.4
2.355	392.0
2.356	391.0
2.357	391.1
2.358	384.2
2.359	380.1
2.360	378.6
2.361	377.3
2.362	372.6
2.363	366.9
2.364	371.2
2.365	379.3
2.366	385.6
2.367	389.4
2.368	389.3
2.369	384.1
2.370	377.5
2.371	373.0
2.372	370.7
2.373	371.2
2.374	365.2
2.375	359.8
2.376	357.6
2.377	351.8
2.378	348.0
2.379	342.9
2.380	343.5
2.381	342.7
2.382	341.4
2.383	338.2
2.384	339.8
2.385	346.4
2.386	343.7
2.387	343.6
2.388	343.4
2.389	346.7
2.390	350.0
2.391	350.4
2.392	346.9
2.393	346.1
2.394	351.5
2.395	352.0
2.396	348.3
2.397	351.9
2.398	352.7
2.399	350.6
2.400	348.3
2.401	351.6
2.402	351.5
2.403	355.4
2.404	356.3
2.405	351.9
2.406	352.1
2.407	352.4
2.408	350.3
2.409	355.1
2.410	354.6
2.411	356.8
2.412	356.0
2.413	357.3
2.414	358.0
2.415	361.2
2.416	363.8
2.417	363.5
2.418	365.1
2.419	368.2
2.420	368.4
2.421	370.6
2.422	373.5
2.423	370.2
2.424	372.1
2.425	376.2
2.426	378.8
2.427	379.2
2.428	379.2
2.429	378.4
2.430	376.3
2.431	375.3
2.432	377.8
2.433	370.0
2.434	348.4
2.435	330.9
2.436	319.2
2.437	318.0
2.438	323.9
2.439	326.3
2.440	335.0
2.441	342.1
2.442	361.3
2.443	370.2
2.444	373.1
2.445	375.2
2.446	378.9
2.447	382.2
2.448	386.6
2.449	388.4
2.450	392.8
2.451	394.6
2.452	395.9
2.453	399.7
2.454	401.2
2.455	401.1
2.456	402.7
2.457	406.2
2.458	405.9
2.459	407.3
2.460	407.9
2.461	407.3
2.462	406.0
2.463	408.7
2.464	408.9
2.465	406.3
2.466	404.6
2.467	403.9
2.468	399.9
2.469	396.3
2.470	398.1
2.471	400.5
2.472	406.3
2.473	406.2
2.474	405.0
2.475	406.2
2.476	406.7
2.477	408.9
2.478	404.1
2.479	403.2
2.480	393.3
2.481	380.5
2.482	380.5
2.483	377.1
2.484	370.7
2.485	368.5
2.486	367.5
2.487	375.4
2.488	380.6
2.489	382.7
2.490	382.1
2.491	384.8
2.492	387.4
2.493	384.4
2.494	371.5
2.495	357.6
2.496	349.7
2.497	351.0
2.498	350.6
2.499	347.7
2.500	348.5
2.501	352.6
2.502	361.3
2.503	367.4
2.504	392.1
2.505	435.9
2.506	431.5
2.507	410.7
2.508	395.5
2.509	400.1
2.510	403.1
2.511	403.9
2.512	402.8
2.513	403.5
2.514	406.5
2.515	406.7
2.516	404.6
2.517	402.1
2.518	400.4
2.519	399.8
2.520	388.4
2.521	371.5
2.522	349.8
2.523	327.8
2.524	313.5
2.525	297.5
2.526	286.9
2.527	288.7
2.528	291.2
2.529	294.7
2.530	310.8
2.531	323.8
2.532	313.1
2.533	288.3
2.534	271.9
2.535	275.1
2.536	281.6
2.537	291.0
2.538	307.0
2.539	309.0
2.540	304.3
2.541	308.9
2.542	315.1
2.543	315.3
2.544	316.6
2.545	316.4
2.546	319.3
2.547	319.5
2.548	320.8
2.549	317.6
2.550	319.5
2.551	319.3
2.552	322.4
2.553	320.2
2.554	321.4
2.555	323.7
2.556	341.4
2.557	354.3
2.558	366.2
2.559	373.0
2.560	377.1
2.561	384.5
2.562	384.7
2.563	386.0
2.564	389.9
2.565	390.7
2.566	390.7
2.567	393.9
2.568	396.1
2.569	397.6
2.570	396.8
2.571	400.1
2.572	402.5
2.573	404.1
2.574	403.3
2.575	398.0
2.576	394.3
2.577	389.1
2.578	388.6
2.579	394.6
2.580	400.0
2.581	401.7
2.582	401.5
2.583	400.8
2.584	397.8
2.585	395.1
2.586	385.4
2.587	380.4
2.588	373.2
2.589	365.7
2.590	357.1
2.591	342.6
2.592	327.7
2.593	331.4
2.594	332.4
2.595	326.6
2.596	317.4
2.597	312.3
2.598	315.4
2.599	321.8
2.600	328.2
2.601	338.4
2.602	333.9
2.603	327.6
2.604	322.1
2.605	317.8
2.606	313.5
2.607	315.3
2.608	316.1
2.609	316.8
2.610	316.5
2.611	314.7
2.612	314.6
2.613	316.5
2.614	315.9
2.615	318.3
2.616	322.9
2.617	319.5
2.618	315.4
2.619	318.2
2.620	317.6
2.621	317.6
2.622	321.0
2.623	323.2
2.624	323.4
2.625	325.4
2.626	320.8
2.627	327.3
2.628	330.3
2.629	331.4
2.630	324.0
2.631	314.1
2.632	311.8
2.633	309.2
2.634	308.6
2.635	303.2
2.636	303.3
2.637	303.1
2.662	395.9
2.663	397.8
2.664	401.2
2.665	399.8
2.666	398.1
2.667	397.1
2.668	391.1
2.669	387.5
2.670	382.5
2.671	383.7
2.672	380.2
2.673	378.7
2.674	376.6
2.675	383.6
2.676	386.4
2.677	387.4
2.678	388.6
2.679	384.3
2.680	384.8
2.681	386.6
2.682	390.1
2.683	391.8
2.684	401.1
2.685	445.7
2.686	480.1
2.687	485.6
2.688	430.5
2.689	380.7
2.690	344.8
2.691	321.6
2.692	317.4
2.693	315.8
2.694	307.7
2.695	304.2
2.696	304.0
2.697	301.4
2.698	300.9
2.699	297.3
2.700	299.8
2.701	302.7
2.702	305.9
2.703	306.8
2.704	308.8
2.705	310.8
2.706	309.0
2.707	315.7
2.708	320.7
2.709	313.7
2.710	313.9
2.711	316.5
2.712	321.7
2.713	327.0
2.714	340.1
2.715	358.0
2.716	362.6
2.717	364.6
2.718	363.8
2.719	361.6
2.720	360.6
2.721	360.0
2.722	358.0
2.723	360.0
2.724	358.9
2.725	357.7
2.726	350.6
2.727	339.6
2.728	337.3
2.729	331.2
2.730	328.0
2.731	327.3
2.732	328.3
2.733	334.0
2.734	337.3
2.735	344.4
2.736	357.5
2.737	370.9
2.738	382.0
2.739	382.0
2.740	378.9
2.741	372.7
2.742	357.3
2.743	350.6
2.744	345.9
2.745	339.1
2.746	336.3
2.747	338.7
2.748	341.7
2.749	343.9
2.750	344.1
2.751	340.7
2.752	337.8
2.753	337.3
2.754	341.9
2.755	341.4
2.756	341.0
2.757	343.2
2.758	341.0
2.759	341.1
2.760	342.2
2.761	347.0
2.762	348.7
2.763	349.1
2.764	347.6
2.765	348.9
2.766	350.8
2.767	346.2
2.768	345.9
2.769	351.0
2.770	356.0
2.771	361.8
2.772	362.3
2.773	365.5
2.774	365.5
2.775	364.9
2.776	367.9
2.777	369.8
2.778	372.3
2.779	372.7
2.780	371.1
2.781	369.6
2.782	369.0
2.783	370.3
2.784	372.4
2.785	370.0
2.786	371.0
2.787	375.4
2.788	369.6
2.789	370.1
2.790	381.6
2.791	395.4
2.792	398.8
2.793	407.0
2.794	410.9
2.795	413.5
2.796	414.7
2.797	416.6
2.798	414.9
2.799	411.0
2.800	416.0
2.801	413.1
2.802	413.7
2.803	412.6
2.804	413.1
2.805	415.7
2.806	415.5
2.807	416.7
2.808	421.8
2.809	421.5
2.810	422.0
2.811	429.3
2.812	427.8
2.813	429.6
2.814	428.0
2.815	428.8
2.816	433.7
2.817	432.2
2.818	430.3
2.819	427.8
2.820	428.0
2.821	427.8
2.822	425.9
2.823	424.9
2.824	428.2
2.825	435.1
2.826	435.4
2.827	436.5
2.828	435.3
2.829	435.9
2.830	435.5
2.831	434.0
2.832	433.7
2.833	429.5
2.834	428.2
2.835	421.9
2.836	417.7
2.837	408.4
2.838	401.0
2.839	401.2
2.840	397.9
2.841	401.3
2.842	408.8
2.843	399.2
2.844	385.6
2.845	382.3
2.846	378.5
2.847	374.7
2.848	374.6
2.849	377.6
2.850	373.9
2.851	371.1
2.852	368.2
2.853	370.6
2.854	372.0
2.855	371.2
2.856	377.4
2.857	379.3
2.858	383.7
2.859	387.4
2.860	389.5
2.861	392.6
2.862	389.8
2.863	395.3
2.864	393.4
2.865	390.8
2.866	392.7
2.867	394.8
2.868	398.4
2.869	395.7
2.870	391.8
2.871	383.0
2.872	385.9
2.873	387.1
2.874	389.0
2.875	388.8
2.876	387.3
2.877	386.9
2.878	385.1
2.879	387.9
2.880	387.2
2.881	390.9
2.882	391.2
2.883	394.2
2.884	392.6
2.885	393.3
2.886	395.5
2.887	395.8
2.888	397.7
2.889	396.0
2.890	388.0
2.891	379.7
2.892	363.9
2.893	359.3
2.894	357.4
2.895	362.0
2.896	372.1
2.897	388.1
2.898	396.0
2.899	387.9
2.900	378.6
2.901	364.1
2.902	353.1
2.903	343.6
2.904	331.2
2.905	331.9
2.906	333.3
2.907	333.7
2.908	337.1
2.909	342.0
2.910	344.1
2.911	349.7
2.912	351.1
2.913	344.9
2.914	343.1
2.915	346.3
2.916	344.7
2.917	348.3
2.918	351.8
2.919	349.0
2.920	348.0
2.921	350.4
2.922	359.1
2.923	358.2
2.924	357.8
2.925	356.3
2.926	361.5
2.927	367.8
2.928	374.6
2.929	379.8
2.930	391.3
2.931	411.9
2.932	421.1
2.933	426.7
2.934	430.5
2.935	431.5
2.984	268.1
2.985	268.8
2.986	271.9
2.987	272.4
2.988	278.0
2.989	277.8
2.990	282.7
2.991	282.8
2.992	282.4
2.993	275.5
2.994	266.4
2.995	259.1
2.996	253.3
2.997	248.4
2.998	250.6
2.999	251.1
3.000	259.9
3.001	266.4
3.002	271.5
3.003	279.4
3.004	281.2
3.005	286.5
3.006	287.9
3.007	288.8
3.008	290.0
3.009	292.0
3.010	290.9
3.011	284.8
3.012	275.1
3.013	277.5
3.014	283.4
3.015	313.6
3.016	339.1
3.017	356.4
3.018	368.6
3.019	368.8
3.020	371.0
3.021	374.5
3.022	377.3
3.023	383.4
3.024	387.8
3.025	385.8
3.026	385.5
3.027	388.3
3.028	392.5
3.029	394.0
3.030	396.1
3.031	396.9
3.032	394.6
3.033	389.8
3.034	390.4
3.035	391.4
3.036	387.1
3.037	382.8
3.038	378.7
3.039	379.2
3.040	377.6
3.041	377.8
3.042	380.4
3.043	385.9
3.044	392.1
3.045	394.3
3.046	396.0
3.047	395.6
3.048	398.1
3.049	399.1
3.050	400.8
3.051	399.6
3.052	399.7
3.053	401.8
3.054	405.9
3.055	409.8
3.056	412.2
3.057	408.9
3.058	409.5
3.059	414.4
3.060	414.1
3.061	413.0
3.062	417.6
3.063	420.5
3.064	418.9
3.065	419.1
3.066	413.4
3.067	410.1
3.068	404.7
3.069	406.5
3.070	408.2
3.071	409.8
3.072	407.0
3.073	409.2
3.074	408.2
3.075	411.9
3.076	413.0
3.077	412.3
3.078	414.6
3.079	413.3
3.080	411.8
3.081	411.5
3.082	408.0
3.083	405.4
3.084	400.4
3.085	398.5
3.086	388.6
3.087	365.9
3.088	356.4
3.089	340.4
3.090	336.7
3.091	337.6
3.092	337.2
3.093	332.9
3.094	330.2
3.095	324.9
3.096	317.3
3.097	319.0
3.098	322.8
3.099	321.5
3.100	319.1
3.101	317.1
3.102	320.7
3.103	319.8
3.104	322.3
3.105	326.4
3.106	329.7
3.107	325.8
3.108	319.8
3.109	317.2
3.110	311.8
3.111	306.5
3.112	303.6
3.113	305.5
3.114	304.6
3.115	304.7
3.116	305.0
3.117	303.5
3.118	305.2
3.119	308.9
3.120	312.8
3.121	314.2
3.122	318.1
3.123	321.9
3.124	323.9
3.125	324.5
3.126	320.1
3.127	318.0
3.128	320.1
3.129	320.9
3.130	322.5
3.131	327.8
3.132	330.2
3.133	330.5
3.134	330.8
3.135	331.2
3.136	333.0
3.137	338.4
3.138	344.0
3.139	351.5
3.140	358.8
3.141	367.4
3.142	363.8
3.143	352.7
3.144	333.2
3.145	324.5
3.146	319.9
3.147	320.0
3.148	323.8
3.149	338.3
3.150	367.8
3.151	383.8
3.152	392.0
3.153	394.3
3.154	398.3
3.155	406.0
3.156	411.6
3.157	414.3
3.158	414.1
3.159	416.8
3.160	417.3
3.161	420.4
3.162	420.1
3.163	416.6
3.164	416.1
3.165	414.6
3.166	410.2
3.167	404.6
3.168	393.1
3.169	393.3
3.170	402.0
3.171	429.2
3.172	429.2
3.173	430.2
3.189	359.8
3.190	360.9
3.191	362.1
3.192	356.3
3.193	355.7
3.194	350.8
3.195	347.9
3.196	349.6
3.197	351.6
3.198	354.0
3.199	355.0
3.200	356.0
3.201	360.1
3.202	358.4
3.203	359.2
3.204	357.8
3.205	361.9
3.206	362.9
3.207	360.8
3.208	360.1
3.209	360.5
3.210	360.7
3.211	362.3
3.212	361.0
3.213	356.5
3.214	354.1
3.215	357.3
3.216	358.4
3.217	355.9
3.218	357.9
3.219	362.8
3.220	365.1
3.221	366.0
3.222	366.3
3.223	369.0
3.224	370.7
3.225	371.5
3.226	373.5
3.227	370.2
3.228	371.4
3.229	376.4
3.230	378.9
3.231	382.9
3.232	385.1
3.233	388.0
3.234	391.8
3.235	387.8
3.236	388.4
3.237	388.6
3.238	388.7
3.239	388.8
3.240	387.9
3.241	386.6
3.242	386.4
3.243	385.1
3.244	384.6
3.245	384.2
3.246	385.7
3.247	384.5
3.248	382.0
3.249	382.6
3.250	386.7
3.251	387.5
3.252	388.5
3.253	389.3
3.254	388.3
3.255	385.0
3.256	383.0
3.257	382.2
3.258	390.6
3.259	405.9
3.260	403.5
3.261	387.6
3.262	375.4
3.263	370.9
3.264	369.1
3.265	368.0
3.266	367.0
3.267	366.3
3.268	366.4
3.269	366.2
3.270	367.6
3.271	367.1
3.272	365.8
3.273	368.5
3.274	371.3
3.275	377.0
3.276	381.9
3.277	382.4
3.278	380.0
3.279	376.2
3.280	377.5
3.281	382.8
3.282	385.3
3.283	387.4
3.284	391.9
3.285	391.9
3.286	394.0
3.287	395.4
3.288	402.6
3.289	407.8
3.290	413.4
3.291	411.8
3.292	409.4
3.293	410.3
3.294	405.5
3.295	402.8
3.296	401.6
3.297	402.1
3.298	400.9
3.299	399.8
3.300	402.0
3.301	403.7
3.302	401.3
3.303	401.2
3.304	401.3
3.305	404.1
3.306	402.9
3.307	404.3
3.308	403.8
3.309	402.7
3.310	401.1
3.311	403.6
3.312	405.2
3.313	403.4
3.314	400.4
3.315	399.3
3.316	400.3
3.317	402.2
3.318	401.9
3.319	401.3
3.320	402.8
3.321	403.1
3.322	403.1
3.323	399.2
3.324	393.6
3.325	385.4
3.326	380.8
3.327	371.9
3.328	367.0
3.329	370.5
3.330	402.6
3.331	421.3
3.332	417.2
3.333	410.3
3.334	408.2
3.335	410.5
3.336	413.2
3.337	412.0
3.338	411.1
3.339	403.7
3.340	399.1
3.341	395.0
3.342	391.3
3.343	391.2
3.344	386.0
3.345	387.7
3.346	382.1
3.347	384.6
3.348	386.0
3.349	387.5
3.350	387.5
3.351	385.0
3.352	382.8
3.353	377.8
3.354	372.8
3.355	371.8
3.356	378.1
3.357	378.5
3.358	382.3
3.359	383.0
3.360	385.4
3.361	389.9
3.362	393.2
3.363	397.2
3.364	402.5
3.365	404.4
3.366	407.4
3.367	407.6
3.368	407.3
3.369	405.9
3.370	404.9
3.371	407.0
3.372	408.0
3.373	409.5
3.374	408.3
3.375	409.9
3.376	411.7
3.377	415.3
3.378	416.3
3.379	415.3
3.380	410.7
3.381	408.0
3.382	406.9
3.383	407.6
3.384	411.4
3.385	406.7
3.386	406.5
3.387	409.9
3.388	408.9
3.389	409.0
3.390	409.0
3.391	408.7
3.392	409.7
3.393	411.8
3.394	416.4
3.395	417.8
3.396	420.1
3.397	418.1
3.398	420.8
3.399	421.7
3.400	420.9
3.401	417.6
3.402	414.1
3.403	413.5
3.404	413.6
3.405	416.6
3.406	413.7
3.407	408.0
3.408	397.1
3.409	388.9
3.410	381.9
3.411	381.9
3.412	380.4
3.413	378.2
3.414	370.8
3.415	369.8
3.416	373.0
3.417	371.3
3.418	366.8
3.419	367.7
3.420	366.8
3.421	368.3
3.422	362.4
3.423	361.5
3.424	363.6
3.425	363.7
3.426	360.6
3.427	365.4
3.428	369.6
3.429	369.0
3.430	369.8
3.431	372.4
3.432	369.8
3.433	374.5
3.434	377.5
3.435	381.8
3.436	385.8
3.437	387.1
3.438	388.4
3.439	392.6
3.440	395.1
3.441	396.2
3.442	399.1
3.443	399.6
3.444	402.5
3.445	404.3
3.446	401.7
3.447	407.0
3.448	413.4
3.449	416.7
3.450	413.6
3.451	412.7
3.452	415.3
3.453	421.3
3.454	423.4
3.455	426.2
3.456	431.4
3.457	440.4
3.458	444.1
3.459	445.9
3.460	442.7
3.461	439.0
3.462	436.1
3.463	435.8
3.464	431.5
3.465	432.0
3.466	428.8
3.467	427.6
3.468	421.5
3.469	422.3
3.470	421.3
3.471	420.7
3.472	420.1
3.473	416.0
3.474	413.6
3.475	406.7
3.476	404.8
3.477	403.1
3.478	400.4
3.479	395.1
3.480	386.3
3.481	377.0
3.482	380.8
3.483	406.4
3.484	395.3
3.485	356.9
3.486	341.3
3.487	338.7
3.488	337.2
3.489	340.4
3.490	340.0
3.491	336.2
3.492	332.0
3.493	327.3
3.494	322.9
3.495	319.0
3.496	319.9
3.497	329.8
3.498	335.7
3.499	336.1
3.500	342.5
3.501	343.8
3.502	346.8
3.503	347.6
3.504	349.1
3.505	346.2
3.506	348.7
3.507	352.7
3.508	355.7
3.509	354.8
3.510	356.8
3.511	358.3
3.512	361.4
3.513	367.8
3.514	373.8
3.515	378.3
3.516	377.1
3.517	373.6
3.518	362.2
3.519	342.9
3.520	332.7
3.521	328.0
3.522	326.2
3.523	336.5
3.524	341.1
3.525	348.3
3.526	362.4
3.527	369.9
3.528	375.4
3.529	373.3
3.530	361.8
3.531	347.9
3.532	342.6
3.533	332.3
3.534	326.4
3.535	325.7
3.536	328.6
3.537	337.4
3.538	342.9
3.539	349.8
3.540	352.8
3.541	360.0
3.542	359.0
3.543	360.1
3.544	368.6
3.545	393.4
3.546	411.2
3.547	421.2
3.548	427.2
3.549	423.6
3.550	423.3
3.551	421.9
3.552	420.1
3.553	417.6
3.554	417.3
3.555	413.9
3.556	409.2
3.557	402.4
3.558	385.6
3.559	364.6
3.560	354.8
3.561	351.3
3.562	351.8
3.563	337.3
3.564	329.4
3.565	333.0
3.566	336.6
3.567	343.9
3.568	344.8
3.569	343.1
3.570	340.3
3.571	334.2
3.572	328.1
3.573	327.0
3.574	328.9
3.575	329.0
3.576	328.5
3.577	330.6
3.578	329.3
3.579	330.6
3.580	336.3
3.581	337.6
3.582	335.1
3.583	331.5
3.584	330.7
3.585	336.9
3.586	348.0
3.587	352.0
3.588	356.1
3.589	359.2
3.590	366.0
3.591	373.9
3.592	382.9
3.593	388.2
3.594	387.9
3.595	391.2
3.596	387.4
3.597	388.1
3.598	385.0
3.599	388.3
3.600	384.2
3.601	386.0
3.602	386.2
3.603	382.2
3.604	384.3
3.605	388.5
3.606	391.8
3.607	392.2
3.608	393.4
3.609	391.0
3.610	391.5
3.621	382.5
3.622	384.0
3.623	381.6
3.624	384.1
3.625	382.3
3.626	386.4
3.627	372.5
3.628	352.3
3.629	332.1
3.630	325.2
3.631	321.8
3.632	317.5
3.633	319.1
3.634	319.7
3.635	317.0
3.636	325.0
3.637	327.4
3.638	328.4
3.639	329.1
3.640	333.3
3.641	334.8
3.642	333.7
3.643	331.2
3.644	322.3
3.645	317.1
3.646	326.2
3.647	358.1
3.648	384.7
3.649	400.6
3.650	403.4
3.651	401.2
3.652	404.4
3.653	404.5
3.654	406.3
3.655	408.0
3.656	413.2
3.657	418.5
3.658	431.2
3.659	442.9
3.660	451.1
3.661	450.5
3.662	442.9
3.663	441.2
3.664	438.9
3.665	440.5
3.666	436.8
3.667	440.0
3.668	440.4
3.669	435.6
3.670	434.4
3.671	434.6
3.672	435.3
3.673	434.5
3.674	435.2
3.675	436.0
3.676	433.5
3.677	434.6
3.678	433.5
3.679	435.3
3.680	434.9
3.681	436.3
3.682	433.0
3.683	434.3
3.684	434.4
3.685	432.1
3.686	434.8
3.687	433.6
3.688	432.2
3.689	433.8
3.690	438.0
3.691	438.7
3.692	437.3
3.693	435.9
3.694	436.3
3.695	435.5
3.696	435.1
3.697	433.8
3.698	435.5
3.699	435.2
3.700	437.7
3.701	438.9
3.702	440.4
3.703	437.4
3.704	434.6
3.705	432.1
3.706	433.1
3.707	435.0
3.708	431.4
3.709	428.7
3.710	429.1
3.711	430.0
3.712	426.8
3.713	425.9
3.714	430.2
3.715	432.3
3.716	432.1
3.717	433.7
3.718	436.3
3.719	434.9
3.720	435.9
3.721	435.9
3.722	435.6
3.723	439.2
3.724	443.1
3.725	445.1
3.726	446.3
3.727	446.1
3.728	446.3
3.729	447.0
3.730	444.0
3.731	441.0
3.732	441.5
3.733	441.2
3.734	435.4
3.735	434.3
3.736	433.6
3.737	431.2
3.738	432.1
3.739	432.7
3.740	428.8
3.741	428.5
3.742	424.4
3.743	422.2
3.744	420.5
3.745	422.7
3.746	420.5
3.747	421.6
3.748	419.7
3.749	418.9
3.750	415.9
3.751	419.1
3.752	418.7
3.753	421.3
3.754	421.3
3.755	423.4
3.756	419.9
3.757	420.2
3.758	420.3
3.759	422.8
3.760	422.4
3.761	427.7
3.762	437.8
3.763	445.3
3.764	447.7
3.765	439.4
3.766	424.2
3.767	413.4
3.768	410.6
3.769	406.6
3.770	407.4
3.771	409.0
3.772	408.9
3.773	410.4
3.774	408.9
3.775	408.4
3.776	410.2
3.777	409.6
3.778	413.9
3.779	412.2
3.780	411.3
3.781	411.2
3.782	412.5
3.783	414.7
3.784	411.2
3.785	411.6
3.786	412.1
3.787	413.9
3.788	410.7
3.789	407.0
3.790	410.2
3.791	411.2
3.792	411.7
3.793	413.8
3.794	409.7
3.795	408.7
3.796	404.5
3.797	402.4
3.798	399.1
3.799	397.3
3.800	396.4
3.801	388.5
3.802	372.3
3.803	354.8
3.804	346.9
3.805	348.8
3.806	358.6
3.807	378.8
3.808	391.8
3.809	401.0
3.810	405.0
3.811	407.8
3.812	410.7
3.813	411.4
3.814	414.5
3.815	412.6
3.816	415.9
3.817	418.1
3.818	421.6
3.819	423.7
3.820	421.5
3.821	418.9
3.822	420.0
3.823	419.3
3.824	415.8
3.825	417.6
3.826	416.5
3.827	415.8
3.828	414.2
3.829	414.8
3.830	412.1
3.831	414.1
3.832	414.0
3.833	417.9
3.834	415.4
3.835	406.1
3.836	395.9
3.837	384.2
3.838	370.9
3.839	364.7
3.840	358.8
3.841	354.7
3.842	351.2
3.843	339.9
3.844	332.5
3.845	330.6
3.846	333.7
3.847	332.2
3.848	330.8
3.849	332.7
3.850	334.3
3.851	337.8
3.852	339.2
3.853	337.6
3.854	333.2
3.855	336.1
3.856	340.1
3.857	340.0
3.858	340.9
3.859	347.0
3.860	348.9
3.861	357.5
3.862	364.4
3.863	375.0
3.864	387.8
3.865	398.1
3.866	408.3
3.867	413.8
3.868	420.9
3.869	420.4
3.870	418.1
3.871	417.1
3.872	421.1
3.873	424.2
3.874	427.3
3.875	431.6
3.876	431.7
3.877	435.4
3.878	434.6
3.879	433.5
3.880	427.7
3.881	427.1
3.882	422.4
3.883	418.7
